Scenario,Region,Variable,Year,Value,Sector,Unit
Current Policies,Northwest Territories,Hydro,2028,0.9351,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2028,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2029,1.026,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2029,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2030,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2030,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2031,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2031,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2032,1.0258,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2032,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2033,1.0258,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2033,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2034,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2034,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2035,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2035,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2036,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2036,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2037,1.0259,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2037,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2038,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2038,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2039,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2039,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2040,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2040,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2041,1.0186,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2042,1.0187,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2043,1.0187,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2044,1.0187,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2044,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2045,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2045,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2046,1.0222,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2046,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2047,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2047,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2048,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2048,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2049,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2049,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2050,1.0223,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2050,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2005,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2005,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2006,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2006,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2007,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2007,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2008,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2008,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2009,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2009,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2010,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2010,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2011,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2011,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2012,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2012,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2013,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2013,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2014,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2014,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2015,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2015,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2016,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2016,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2017,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2017,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2018,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2018,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2019,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2019,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2020,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2020,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2021,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2021,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2022,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2022,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2023,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2023,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2024,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2024,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2025,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2025,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2026,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2026,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2027,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2027,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2028,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2028,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2029,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2029,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2030,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2030,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2031,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2031,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2032,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2032,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2033,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2033,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2034,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2034,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2035,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2035,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2036,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2036,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2037,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2037,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2038,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2038,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2039,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2039,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2040,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2040,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2041,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2042,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2043,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2044,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2044,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2045,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2045,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2046,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2046,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2047,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2047,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2048,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2048,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2049,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2049,0,Electric Generation,Petajoules
Current Policies,Nunavut,Hydro,2050,0,Electric Generation,Petajoules
Current Policies,Nunavut,Nuclear,2050,0,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2005,133.09,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2005,960.2916,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2006,135.0763,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2006,960.2916,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2007,128.8979,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2007,960.2897,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2008,152.2223,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2008,924.3194,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2009,142.8004,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2009,921.5429,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2010,119.5703,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2010,925.0511,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2011,128.0906,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2011,1015.54,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2012,124.461,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2012,983.0697,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2013,137.0339,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2013,1063.255,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2014,141.0532,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2014,1145.334,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2015,126.1524,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2015,1016.2,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2016,131.4377,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2016,1009.257,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2017,144.0204,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2017,1001.539,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2018,137.7891,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2018,998.3273,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2019,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2019,1001.639,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2020,130.127,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2020,887.0115,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2021,130.1268,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2021,858.3042,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2022,130.2406,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2022,871.2613,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2023,130.3357,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2023,741.1124,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2024,130.1435,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2024,884.6522,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2025,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2025,765.7922,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2026,130.3359,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2026,661.2224,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2027,130.3359,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2027,741.2929,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2028,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2028,812.9979,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2029,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2029,742.8294,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2030,130.3357,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2030,814.5344,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2031,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2031,744.3659,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2032,130.3357,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2032,816.071,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2033,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2033,816.4977,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2034,130.3357,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2034,888.2028,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2035,130.3358,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2035,888.2028,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2036,132.4993,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2036,888.2028,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2037,132.4994,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2037,888.6296,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2038,132.4995,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2038,888.6296,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2039,132.4994,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2039,889.4833,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2040,132.4995,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2040,891.1905,Electric Generation,Petajoules
Current Policies,Ontario,Hydro,2041,132.4995,Electric Generation,Petajoules
Current Policies,Ontario,Nuclear,2041,892.8978,Electric Generation,Petajoules
